number_of_rooms,floor,area,address,date,price
1,3,32.0,Гипрозем,Вчера 22:05,165000
4,9,81.0,,Вчера 21:58,550000
3,2,76.0,Сино,Вчера 21:53,480000
2,1,58.0,н Сино,Вчера 21:45,390000
1,2,50.0,Испечак 2,Вчера 21:36,3000
1,9,36.0,33 мкр,Вчера 21:31,390000
2,2,45.0,Шохмансур,Вчера 21:30,261000
2,1,40.0,Сино,Вчера 21:14,310000
2,4,45.0,92мкр,Вчера 21:11,460000
1,2,50,,Вчера 21:09,150000
3,14,50,,Вчера 21:09,610000
6,11,200.0,Сино,Вчера 21:06,2200000
3,15,148.0,Шохмансур,Вчера 20:56,940000
3,2,71.0,Дусти,Вчера 20:53,500000
3,12,64.0,91 мкр,Вчера 20:51,495000
3,2,72.0,рудаки,Вчера 20:39,200000
2,9,60.0,Сино,Вчера 20:39,431000
2,1,50.0,Сино,Вчера 20:37,340000
1,1,38.0,Сино,Вчера 20:37,270000
5,3,90.0,Сино,Вчера 20:37,680000
2,4,34.0,шоҳмансур,Вчера 20:34,245000
2,3,68.0,Зарафшон,Вчера 20:32,456000
6,2,210.0,Сино,Вчера 20:32,2210000
3,7,78.0,Молодёжный театр,Вчера 20:18,620000
3,10,65.0,И.Сомони,Вчера 20:18,699000
2,7,50.0,Центр,Вчера 20:16,379999
3,9,137.0,Шохмансур,Вчера 20:10,588000
3,9,100.0,Исмоили Сомони,Вчера 20:09,700000
3,13,105.0,Исмоили Сомони,Вчера 20:09,513000
3,11,79.0,Душанбе,Вчера 20:06,48000
2,9,60.0,Сино,Вчера 20:03,460000
3,1,65.0,СИНО,Вчера 19:46,520000
1,5,52.0,Шохмансур,Вчера 19:44,302300
1,19,41.0,Зарнисор,Вчера 19:42,115000
3,14,103.0,,Вчера 19:39,647000
2,5,75.0,,Вчера 19:38,450000
3,15,130.0,Аэропорт,Вчера 19:34,650000
1,11,27.0,Фирдавси,Вчера 19:22,227000
3,9,110.0,Ахмади Дониш,Вчера 19:14,990000
3,9,98.0,Ашан,Вчера 19:10,1105000
3,6,129.0,,Вчера 19:10,912000
3,10,117.0,,Вчера 19:09,735000
3,12,78.0,Поворот аэропорта,Вчера 19:09,680000
2,10,63.0,Ашан,Вчера 19:08,717000
2,12,83.0,Скорая помощь,Вчера 19:05,470000
1,3,35.0,Фирдавси,Вчера 19:03,265100
3,1,50.0,Бозори кушониён,Вчера 19:02,300000
3,5,75.0,Цирк,Вчера 19:00,639000
3,7,135.0,Мехргон,Вчера 18:48,1139999
1,10,60.0,33 мкр,Вчера 18:39,450000
2,3,65.0,И.Сомони (Гани Абдулло),Вчера 18:32,547200
3,12,78.0,Поворот Аэропорт,Вчера 18:31,635000
3,3,111.0,112 мкр,Вчера 18:30,940000
3,2,118.0,Караболо,Вчера 18:30,795000
2,14,79.0,Автовокзал,Вчера 18:30,358000
3,12,65.0,Профсоюз,Вчера 18:29,682000
2,2,55.0,Цирк,Вчера 18:29,370000
2,6,65.0,Караболо,Вчера 18:29,580000
4,8,150.0,91 мкр,Вчера 18:18,1272000
4,3,50,,Вчера 18:10,420000
1,3,38.0,Шохмансур,Вчера 18:01,295000
3,11,50,,Вчера 17:52,950000
1,9,51.0,Сино,Вчера 17:43,280000
2,7,78.0,92 мкр,Вчера 17:43,460000
3,4,84.0,Караболо,Вчера 17:41,720000
2,1,60.0,102 мкр,Вчера 17:33,420000
2,7,50,,Вчера 17:31,400000
3,1,54.0,Маяковский,Вчера 17:30,350000
3,11,73.0,Испечак,Вчера 17:29,440000
1,9,47.0,Сино,Вчера 17:27,214300
2,18,57.0,,Вчера 17:24,270000
2,2,46.0,профсаюз,Вчера 17:23,340000
2,13,79.0,Фирдавси,Вчера 17:23,490000
3,13,102.0,Исмоили Сомони Парк Айни,Вчера 17:22,695000
2,2,60.0,Сино,Вчера 17:14,460000
1,6,47.0,Cино,Вчера 17:12,212440
2,3,58.0,Фирдавси,Вчера 17:08,570000
2,12,77.0,,Вчера 17:05,365000
2,11,100.0,Хитой бозор,Вчера 17:05,363000
1,9,49.0,Шохмансур,Вчера 17:05,235000
1,7,54.0,Гипрозем (пушти дехкон бозор),Вчера 17:04,220000
1,7,44.0,Сино,Вчера 16:53,198880
1,8,45.0,Сино,Вчера 16:52,205200
3,5,83.0,Сельхоз институт,Вчера 16:51,750000
3,2,120.0,Дом печати,Вчера 16:50,1310000
3,6,107.0,,Вчера 16:50,1254000
3,4,70.0,,Вчера 16:49,795000
1,10,57.0,Яккачинор,Вчера 16:47,264400
2,2,45.0,Цирк,Вчера 16:43,430160
2,9,90.0,Ватан,Вчера 16:25,461700
2,6,80.0,Гипрозем Борбад 93,Вчера 16:22,410000
2,1,36.0,,Вчера 16:22,339000
2,4,40.0,Корвон,Вчера 16:21,160000
1,4,40.0,Корвон,Вчера 16:21,160000
2,3,54.0,Сино,Вчера 16:19,375000
2,3,57.0,Испечак,Вчера 16:14,450000
2,2,50.0,Фирдавси,Вчера 16:13,245000
2,7,76.0,82 мкр,Вчера 16:13,440000
3,17,123.0,Айни,Вчера 16:09,669000
3,5,51.0,33 мкр,Вчера 16:07,500000
4,2,123.0,82 микрорайон,Вчера 16:07,1202320
3,4,82.0,Сино 2,Вчера 15:58,290000
2,9,60.0,,Вчера 15:56,390000
3,7,79.0,Сино,Вчера 15:47,340000
4,9,105.0,Зарафшон,Вчера 15:45,545000
4,7,111.0,102 мкр,Вчера 15:43,696000
3,8,96.0,Гипрозем,Вчера 15:37,379999
3,10,110.0,Роддом 2,Вчера 15:37,900000
3,12,103.0,И. Сомони,Вчера 15:37,643000
2,13,72.0,Зарафшон-2,Вчера 15:34,370000
1,2,54.0,Исмоили Сомони,Вчера 15:31,335000
2,7,64.0,92 мкр,Вчера 15:30,615000
2,3,50.0,102 мкр,Вчера 15:29,410000
3,5,110.0,Аэропорт,Вчера 15:01,550000
1,7,68.0,Исмоили Сомони,Вчера 15:00,550000
3,6,100.0,33 мкр,Вчера 14:59,590000
3,6,109.0,Исмоили Сомони,Вчера 14:56,865000
3,6,80.0,,Вчера 14:55,530000
1,3,50,,Вчера 14:55,153000
2,2,64.0,Рудаки,Вчера 14:52,195000
2,16,98.0,Центр,Вчера 14:52,545000
1,14,53.0,И.Сомони,Вчера 14:52,290000
3,8,125.0,Дом печать,Вчера 14:52,1320000
3,3,100.0,Мехкалон,Вчера 14:51,920000
3,5,124.0,7км.,Вчера 14:51,420000
2,13,82.0,Ашан,Вчера 14:51,465000
2,11,85.0,Овир,Вчера 14:51,490000
1,13,57.0,Парк спартак,Вчера 14:51,318000
1,7,58.0,Дом печать,Вчера 14:51,375000
2,12,90.0,ГРАНД ОТЕЛЬ,Вчера 14:50,738000
1,4,40.0,104мкр,Вчера 14:50,325000
1,7,50.0,Гипрозем,Вчера 14:50,319200
3,10,100.0,92 мкр,Вчера 14:48,970000
3,9,90.0,,Вчера 14:48,586000
2,6,51.0,Шохмансур,Вчера 14:44,500000
2,5,50.0,Испечак,Вчера 14:30,400000
2,11,63.0,Сино,Вчера 14:29,447000
3,4,66.0,102мкр,Вчера 14:25,627000
5,3,165.0,Ориентир Бизнес Центр SAS,Вчера 14:23,1328250
4,1,54.0,И.Сомони,Вчера 14:23,290000
2,16,73.0,Ориентир Ватан,Вчера 14:20,434861
3,12,129.0,Ориентир Бизнес Центр SAS,Вчера 14:19,838178
2,9,63.0,Сино,Вчера 14:18,295000
4,9,141.0,Ориентир Бизнес Центр SAS,Вчера 14:16,989115
4,3,80.0,,Вчера 14:16,650000
3,10,97.0,Ориентир Напротив Ватана,Вчера 14:15,663723
5,8,125.0,Ориентир Налоговая Шохмансур,Вчера 14:14,898500
2,7,80.0,92мкр,Вчера 14:12,518000
2,15,54.0,92мкр,Вчера 14:12,427000
5,5,137.0,Ориентир Налоговая Шохмансура,Вчера 14:11,1055585
1,7,44.0,,Вчера 14:09,460000
3,11,113.0,Ориентир Налоговая Шохмансура,Вчера 14:08,753710
3,3,70.0,Профсоюз,Вчера 14:06,796000
5,6,123.0,Ориентир Бизнес Центр SAS,Вчера 14:05,926559
2,7,109.0,Ориентир Напротив Ватана,Вчера 14:04,807254
3,7,86.0,,Вчера 14:04,637000
5,4,151.0,Ориентир Напротив Ватан,Вчера 14:03,1189578
4,0,70.0,Исмоили Сомони,Вчера 14:02,280000
2,14,131.0,Ориентир Налоговая Шохмансур,Вчера 14:00,806043
1,17,55.0,Ориентир Налоговая Шохмансура,Вчера 13:57,324657
2,15,87.0,Ориентир Бизнес Центр SAS,Вчера 13:55,532266
3,3,82.0,Сино,Вчера 13:54,380000
6,17,142.0,Ориентир Торгово - Жилой Комплекс Ватан,Вчера 13:53,979800
5,16,163.0,Ориентир Суди Иктисодии Душанбе,Вчера 13:51,1124700
2,12,61.0,Айни,Вчера 13:50,349000
5,7,164.0,Ориентир Суди Иктисодии Душанбе,Вчера 13:49,1207040
4,8,84.0,102 мкр,Вчера 13:48,650000
2,7,51.0,гранд отель,Вчера 13:48,613000
2,14,74.0,ориентир новый офис Точиксодиротбанка,Вчера 13:46,510600
2,6,85.0,Шохмансур см пайкар,Вчера 13:45,530000
1,15,53.0,,Вчера 13:44,330000
1,2,43.0,Шохмансур 3 база,Вчера 13:44,295000
3,8,108.0,Дом печати,Вчера 13:44,677000
3,4,80.0,Молодёжный театр,Вчера 13:43,685000
4,8,125.0,Ориентир Налоговая Шохмансура,Вчера 13:41,898500
2,14,101.0,Ориентир Налоговая Шохмансура,Вчера 13:38,634179
3,1,55.0,84 мкр,Вчера 13:26,532000
3,12,108.0,Сино,Вчера 13:24,828000
2,1,48.0,Старый Аэропорт,Вчера 13:10,293000
2,9,50.0,84 мкр,Вчера 13:09,460000
5,4,96.0,Сино,Вчера 12:54,790000
3,6,100.0,46 мкр,Вчера 12:41,490000
4,17,140.0,И.Сомони,Вчера 12:40,650000
2,8,72.0,,Вчера 12:33,515000
3,13,50,,Вчера 12:33,515000
3,10,112.0,,Вчера 12:28,1100000
1,13,54.0,Зарафшон 2,Вчера 12:22,278000
1,3,64.0,Шоҳмансур,Вчера 12:20,330000
3,10,120.0,И. Сомони,Вчера 12:20,700000
2,11,76.0,Ул. Айни 7,Вчера 12:19,432000
3,10,131.0,Р. Шохмансур,Вчера 12:19,791350
1,16,56.0,Султони кабир,Вчера 12:15,229000
2,12,72.0,Яккачинор,Вчера 12:14,335000
2,2,57.0,92 мкр,Вчера 12:13,467400
2,2,60.0,84 мкр,Вчера 12:12,524400
5,4,97.0,102мкр,Вчера 12:10,909600
2,15,73.0,1-й Советский,Вчера 12:09,455000
5,6,153.0,Ориентир Бизнес Центр SAS,Вчера 12:00,1152549
2,11,83.0,Ориентир Налоговая Шохмансура,Вчера 11:58,561246
2,5,77.0,Ориентир налоговая Шохмансура,Вчера 11:57,595056
5,4,121.0,Ориентир Напротив Ватана,Вчера 11:56,953238
3,1,66.0,102мкр,Вчера 11:55,437360
3,11,99.0,фирдавси,Вчера 11:55,630000
3,4,65.0,Путовский- Цум,Вчера 11:55,670000
5,7,139.0,Ориентир Ватан,Вчера 11:54,1023040
2,10,97.0,Ориентир Напротив Ватана,Вчера 11:51,671531
1,16,62.0,Ориентир Напротив Ватан,Вчера 11:50,375550
5,17,149.0,Ориентир Налоговая Шохмансура,Вчера 11:49,839615
3,2,68.0,Сино,Вчера 11:48,440000
2,12,69.0,Ориентир Бизнес Центр SAS,Вчера 11:47,455469
1,15,69.0,Ориентир Бизнес Центр SAS,Вчера 11:46,428536
5,2,100.0,Фирдавси,Вчера 11:46,777000
2,12,83.0,Ул. Айни,Вчера 11:45,493000
4,9,111.0,Ориентир Бизнес Центр SAS,Вчера 11:45,778665
6,17,203.0,ориентир Душанбинское УВД,Вчера 11:43,1400700
6,4,155.0,Ориентир Кафе Сорбон,Вчера 11:41,1247750
2,11,82.0,Спартак,Вчера 11:38,820000
6,17,194.0,ориентир Клиника Мадад,Вчера 11:38,1338600
6,18,140.0,Ориентир бывший Бизнес Центр SAS,Вчера 11:36,966000
6,18,140.0,Ориентир бывший Бизнес Центр SAS,Вчера 11:33,966000
5,17,158.0,Ориентир Душанбинское УВД,Вчера 11:31,1090200
2,5,82.0,Мачити Мавлоно,Вчера 11:31,242000
2,8,77.0,Бозори Мехргон,Вчера 11:29,325000
2,8,50.0,Хитой бозор,Вчера 11:29,226000
4,13,104.0,Ориентир Душанбинский Экономический Суд,Вчера 11:28,669760
4,16,135.0,Ориентир Суди Иктисодии Душанбе,Вчера 11:27,931500
2,4,59.0,Сино,Вчера 11:25,170000
3,5,114.0,Шохмансур,Вчера 11:25,786000
3,14,129.0,Ориентир Бывший Магазин Камолот,Вчера 11:24,890100
2,1,50.0,Фирдавси,Вчера 11:24,230000
2,15,73.0,Ориентир Напротив Налоговой Шохмансура,Вчера 11:22,503700
2,9,40.0,Зарафшон,Вчера 11:20,320000
2,15,74.0,Ориентир налоговой Шохмансур,Вчера 11:20,510600
2,10,71.0,1-й проезд улица Академиков Раджабовых,Вчера 11:19,481735
1,2,32.0,Сино,Вчера 11:18,280000
1,16,52.0,ориентир гостиница Душанбе,Вчера 11:17,358800
1,6,44.0,Голубой экран,Вчера 11:16,312000
1,0,32.0,Поени Корвон,Вчера 11:16,130000
2,3,75.0,Ориентир Бизнес Центр SAS,Вчера 11:15,603750
6,17,169.0,Ориентир Налоговая Шохмансура,Вчера 11:14,1166100
5,12,159.0,Ориентир Бизнес Центр SAS,Вчера 11:11,1056873
3,15,122.0,Ашан,Вчера 11:10,675000
3,9,104.0,102 мкр,Вчера 11:09,587000
2,13,87.0,Гранд Отель,Вчера 11:08,644000
2,11,77.0,,Вчера 11:08,513000
2,15,88.0,Поворот аэропорта,Вчера 11:08,435000
6,11,193.0,Ориентир Налоговая Шохмансура,Вчера 11:08,1287310
6,15,167.0,Ориентир Бизнес Центр SAS,Вчера 11:04,988660
4,8,105.0,Ориентир Налоговая Шохмансура,Вчера 11:02,754688
4,10,180.0,И.Сомони,Вчера 11:02,1790000
1,4,56.0,Ориентир Ватан,Вчера 11:00,438478
2,14,71.0,Ориентир Налоговая Шохмансура,Вчера 10:59,445809
2,7,50.0,Гравзавод,Вчера 10:58,205000
2,6,93.0,Ориентир Бизнес Центр SAS,Вчера 10:58,703731
2,10,67.0,Ориентир напротив Ватана,Вчера 10:56,463841
1,3,40.0,Поёни Корвон,Вчера 10:55,165000
6,13,195.0,Ориентир Напротив Ватана,Вчера 10:54,1233375
1,9,66.0,Ориентир Бизнес Центр SAS,Вчера 10:51,468522
1,5,64.0,Ориентир Налоговая Шохмансура,Вчера 10:50,492189
2,4,64.0,Сино Зарафшон,Вчера 10:49,427000
6,18,201.0,Ориентир Площадь Победы,Вчера 10:49,1386900
6,10,179.0,Ориентир напротив Детского Центра Мадагаскар,Вчера 10:46,1214515
3,6,131.0,Голубой экран,Вчера 10:43,860000
2,1,60.0,46 мкр,Вчера 10:43,468000
2,2,49.0,,Вчера 10:43,320000
6,18,192.0,Ориентир Хукумат Шохмансур,Вчера 10:43,1324800
6,14,198.0,Ориентир ТаджикТекстильМаш,Вчера 10:40,1366200
5,18,153.0,Ориентир Площадь Победы,Вчера 10:37,1055700
5,7,137.0,Ориентир Суди Иктисодии Душанбе,Вчера 10:35,1008320
2,1,60.0,91 мкр,Вчера 10:31,454000
2,5,86.0,Зарафшон,Вчера 10:31,535000
4,17,133.0,Ориентир Душанбинское УВД,Вчера 10:30,917700
2,1,55.0,33мкр,Вчера 10:30,380000
1,1,40.0,102 мкр,Вчера 10:30,275000
3,3,109.0,Поворот аэропорта,Вчера 10:29,1257300
2,5,65.0,Зарафшон,Вчера 10:28,472000
2,9,61.0,Центр,Вчера 10:28,600000
2,6,71.0,Дусти,Вчера 10:28,400000
3,4,95.0,Ориентир Гостиница Душанбе,Вчера 10:27,764750
2,12,66.0,Фирдавси 63 микрорайон,Вчера 10:26,339000
3,15,127.0,Ориентир Новое Турецкое кафе,Вчера 10:23,876300
4,4,112.0,Дом печать,Вчера 10:23,1380000
2,8,50.0,Гипрозем,Вчера 10:22,340000
2,16,73.0,Ориентир Гостиница Душанбе,Вчера 10:20,503700
1,9,40.0,Гипразем,Вчера 10:19,159999
2,16,72.0,Ориентир Гостиница Душанбе,Вчера 10:16,496800
1,12,50.0,Зарафшон,Вчера 10:15,360000
3,7,139.0,Ориентир Ватан,Вчера 10:13,1023040
4,1,64.0,104 мкр,Вчера 10:12,520000
2,9,111.0,Ориентир Бизнес Центр SAS,Вчера 10:11,786324
6,12,179.0,Проспект Айни,Вчера 10:09,1189813
3,6,131.0,,Вчера 10:09,1643000
3,12,126.0,,Вчера 10:09,1293000
3,8,101.0,,Вчера 10:09,612800
1,5,49.0,,Вчера 10:08,505000
2,11,113.0,Ориентир Налоговая Шохмансура,Вчера 10:01,764106
